airline,tokens,airline_sentiment,positive
US Airways,"['@usairway', 'get', 'free', 'wifi', 'sinc', 'flight', '1808', 'cancel', 'flightl']",negative,0
American,"['@americanair', ""i'm"", 'still', 'patient', 'wait', 'respons', 'complaint', 'email', 'fri', 'normal', 'respons', 'time']",negative,0
United,"['@unit', 'work', 'custom', 'support', 'extrem', 'sadden', 'unit', 'waiv', 'chang', 'fee', 'flight', 'cancel', 'flight', 'due', 'east', 'coast', 'storm']",negative,0
US Airways,"['@usairway', 'least', 'could', 'make', 'caus', 'ruin', ""people'"", 'memori', '!', 'asham', '!']",negative,0
US Airways,"['@usairway', 'delay', 'connect', 'miss', 'extend', 'layov', 'loung', 'pass', 'phl', '#5077']",negative,0
Delta,"['@jetblu', 'glitch', 'websit', 'flight', 'book', 'problem', 'travel', 'check', 'noth', 'ur', 'site', 'airport', 'commun', 'nightmar']",negative,0
US Airways,"['@usairway', 'thanx', 'first', 'rodeo', 'done', 'done', 'yesterday', 'result', 'comm', 'unless', 'u', 'count', 'statu', 'bag', 'lost', 'claim', 'file']",negative,0
United,"['@unit', 'wait', 'half', 'hour', 'check', 'bag', 'ewr', 'prioriti', ');', 'disappoint', 'usual', 'guy', 'good']",negative,0
US Airways,"['@usairway', 'flt', '4609', 'land', 'half', 'hour', 'ago', 'singl', 'bag', 'yet', 'baggag', 'claim', 'hate', 'much', 'right']",negative,0
Delta,"['@jetblu', 'mayb', 'announc', 'delay', 'sit', 'plane', 'runway', 'hour', 'take']",negative,0
US Airways,"['@usairway', '...', 'cancel', 'flightl', 'need', 'locat', 'baggag']",negative,0
United,"['@unit', 'custom', 'servic', 'team', 'manilla', 'absolut', 'shit', ""can't"", 'even', 'get', 'supervisor', 'without', 'back', 'hold', '!']",negative,0
United,"['@unit', 'flight', 'bgm', 'cancel', 'flightl', 'last', 'night', 'get', 'hotel', 'voucher', 'pay', 'cab', 'back', 'wors', 'cab', 'experi', 'ever']",negative,0
United,"['@unit', 'split', 'flight', 'quadrupl', 'price']",negative,0
Delta,"['@jetblu', 'would', 'hire', 'guy', 'care', 'safeti', 'children', 'remot', 'accept', 'http://t.co/lkfh9hyhw8']",negative,0
United,"['@unit', '20', 'min', 'departur', 'one', 'wait', 'press', 'ground', 'staffer', 'threaten', 'want', 'get', 'sf', 'today', '#fail']",negative,0
Southwest,"['@southwestair', 'flight', '3336', 'multipl', 'track', 'site', 'date', 'info', ""swa'"", 'app', 'websit']",negative,0
American,"['@americanair', 'appreci', '!', '!']",positive,1
United,"['@unit', ""i'd"", 'rather', 'truth', 'flight', 'forc', 'sit', 'day', 'tri', 'get', 'home', 'http://t.co/u69fafqhsf']",negative,0
United,"['@unit', '#elp', 'friendli', '#flyerfriendli', '#unit', '#emb145', '#elpaso', 'http://t.co/9meozbo4xl']",positive,1
US Airways,"['@usairway', 'got', 'rebook', '3am', 'woke', 'tri', 'call', 'twice', 'got', 'hung', 'worst', 'custom', 'servic']",negative,0
US Airways,"['@usairway', 'american', 'eagl', 'plane', 'use', 'clt', 'rdu', 'disgust', '!', 'asham', '!', '#disgust', '#ew', 'http://t.co/b4xhirugzv']",negative,0
United,"['@unit', 'care', '@thehipmunk', 'link', 'show', 'wrong', 'price', 'site', '—', 'site', 'respons', 'ensur', 'correct']",negative,0
US Airways,"['@usairway', '@americanair', 'pilot', 'forget', 'log', 'book', 'wait', 'plane', '45', 'min', '!', '!', '#alsonodrinkcartcomingaround']",negative,0
United,"['@unit', 'book', 'flight', 'yesterday', 'appear', 'account', 'confirm', 'email', 'sinc', 'hour', 'disappear', 'err', 'segment']",negative,0
Delta,"['@jetblu', 'peopl', 'kept', 'say', 'due', 'weather', 'flight', 'go', 'directli', 'boston', 'even', 'flight']",negative,0
American,"['@americanair', 'flight', '1106', 'cancel', 'flightl', 'need', 'get', 'back', 'cleveland', 'option']",negative,0
United,"['@unit', 'cat', 'flight', 'delay', '1', 'hour', 'arriv', 'hawaii', '5', 'abl', 'pick', 'tomorrow', '😭']",negative,0
Southwest,"['@southwestair', 'checkin', 'system', '#poor']",negative,0
US Airways,"['@usairway', 'thank', 'final', 'got', 'bag', 'custom', 'servic', 'rep', 'wonder']",positive,1
Delta,"['@jetblu', ""i'v"", 'spoken', '2', 'email', 'jb', 'team', 'explain', 'situat', 'didnt', 'seem', 'matter', 'anyon', 'guess', 'expect']",negative,0
US Airways,"['@usairway', ""i'm"", 'dump', 'dividend', 'mile', 'card', 'forget', 'airlin', 'exist', '#ridicul', '#theworstairlineev']",negative,0
Southwest,"['@southwestair', 'thank', 'much', 'access', '#destinationdragon', 'tonight', '@thetroubadour', '😁', '@imaginedragon', 'cri', 'die', 'rn', '#ripm']",positive,1
US Airways,"['@usairway', 'would', 'board', 'ppl', 'plane', 'b4', 'turn', 'de-ic', 'would', 'ppl', 'wait', 'hour', 'long', 'process']",negative,0
US Airways,"['@usairway', '@sb5551', 'um', 'knew', 'storm', 'come', 'useless', 'air', 'staff', 'accordingli', 'u', 'idiot', '!']",negative,0
Delta,"['@jetblu', 'also', 'thank', 'prompt', 'repli', ""i'm"", 'realli', 'impressed--and', 'brush', 'much', 'appreci', '!']",positive,1
United,"['@unit', 'lot', 'report', 'system', 'failur', 'delay', 'flight', 'last', 'week', 'current', 'sit', 'tarmac', 'ogg', 'hour']",negative,0
American,"['@americanair', 'thank', 'great', 'custom', 'servic', 'famili', 'made', 'back', 'sat', 'safe', 'weather', 'dfw', 'made', 'thing', 'littl', 'worrisom']",positive,1
US Airways,"['@usairway', 'sit', 'plane', '40', 'minut', 'say', 'anoth', '15', 'minut', 'someth', 'paper', 'work', 'suck', '!', '!']",negative,0
Delta,"['@jetblu', '6', 'hour', 'delay', 'suppos', 'land', '9pm', '3am', 'still', 'board', '#epicfail']",negative,0
Delta,"['@jetblu', '1472', 'fll', 'lga', 'get', 'old', '4th', '@jetblu', 'flight', '2.5', 'week', '4th', 'signific', 'delay']",negative,0
United,"['@unit', 'guy', 'horribl', '!', 'first', 'get', 'stuck', 'snow', 'hr', 'ewr', 'sit', 'cmh', 'say', 'could', '30min', 'gate']",negative,0
Southwest,"['@southwestair', 'great', '#blackhistorymonth', 'commerci', '!', 'thx', '!', '#atl', '#singer', '#musician', '#life', '#blacklivesmatt']",positive,1
US Airways,"['@usairway', 'stop', 'repost', 'autorespons', 'return', 'flight', 'home', '#imateach', 'couldnt', 'get', 'rsw', '#neptun', '#waivethefe', '#notmyfault']",negative,0
United,"['@unit', 'want', 'deliv', 'hous', 'go', 'sombron', 'els', 'hous']",negative,0
Southwest,"['@southwestair', 'cancel', 'flightl', 'flight', 'ewr', 'flt', '3076', 'u', 'also', 'cancel', 'flightl', 'flight', 'lga', 'yet', '@unit', 'fli', 'time', 'wth']",negative,0
United,"['@unit', 'flight', '1180', 'ewr', 'mco', 'cancel', 'flightl', 'tomorrow', 'rebook', 'ask', 'rel']",negative,0
Delta,"['@jetblu', 'flight', '69', 'ha', '!', 'one', 'employe', 'said', 'reassign', 'anoth', 'said', 'left', 'want', 'warm', 'weather', '!']",negative,0
US Airways,"['@usairway', 'expect', 'wait', 'time', 'speak', 'someon', 'via', '800', 'number']",negative,0
American,"['@americanair', '3078', 'overweight', 'pull', '2', 'dozen', 'passeng', 'luggag', 'serious']",negative,0
American,"['@americanair', 'get', 'outta']",negative,0
US Airways,"['@usairway', 'fa', 'attend', '4553', 'phl', 'pwm', 'tonight', 'fab', '!', 'asset', 'team', '1f', 'great', 'night', 'team', '!']",positive,1
Southwest,"['@southwestair', 'let', 'send', 'dm', 'follow', '..', '#lovedflyingwiththem', '#notanymor', '#wrong', '#badpolici']",negative,0
United,"['@unit', 'thank', 're-upgrad', '1st', 'class', 'may', '45', 'min', 'flight', 'appreci']",positive,1
US Airways,"['@usairway', 'least', 'get', 'respons', 'tri', 'gate', 'person', 'sent', 'wrong', 'way', 'cust', 'srvc', 'cust', 'srvc', 'found']",negative,0
United,"['@unit', 'tonight', 'got', 'hotel', '14hr', 'travel', 'still', 'reach', 'destin', 'disappoint', 'thank']",negative,0
United,"['@unit', 'hi', 'bag', 'id', 'ua6016053916', 'updat', 'explain', 'occur', 'arriv', '4', 'hour', 'flight', '!']",negative,0
American,"['@americanair', 'attend', 'correct', 'complaint', 'via', 'twitter', 'whoa', 'brave', 'new', 'world', 'live', 'thank', 'american', 'air', ':)']",positive,1
US Airways,"['@usairway', 'height', 'rude', 'without', 'question', 'worst', 'custom', 'servic', 'ever', 'experienc']",negative,0
Southwest,"['@southwestair', 'guy', 'rip', 'could', 'cancel', 'flight', 'everi', 'flight', 'book', 'employe', 'would', 'buyer', 'bewar']",negative,0
US Airways,"['@usairway', '@sdfairport', 'realli', 'need', 'back', 'home', 'yesterday', 'work', '9am', 'today', 'plane', 'sit', 'hour', '#peev']",negative,0
American,"['@americanair', 'least', 'could', 'would', 'refund', 'one-way', 'ticket', 'buy', 'sinc', 'abl', 'accommod', 'thank']",negative,0
American,"['@americanair', ""that'"", 'point', 'say', '1300', 'counter', 'clearli', 'see', '500', 'site', 'aa', 'agent', 'loss', '4', 'word']",negative,0
Delta,"['@jetblu', 'idea', 'caus', 'delay', 'flight', '1316', 'fll', 'jax']",negative,0
US Airways,"['@usairway', '@americanair', 'get', 'thru', 'hold', '3', 'hour']",negative,0
United,"['@unit', 'sent', 'messag', 'facebook', 'follow', 'complaint', 'miss', 'cloth', 'check', 'baggag']",negative,0
United,"['@unit', 're-book', 'bo', 'uggh', '!', '!', '3', 'hour', 'bu', 'wmass', 'home', 'could', 'flown', 'bdl', 'back', 'dc', 'time', '#unitedairlin']",negative,0
Delta,"['@jetblu', 'hey', 'dre', 'seatac', 'check', 'need', 'rais', 'stat', 'dude', 'gave', 'amaz', 'custom', 'servic', 'made', 'feel', 'valu', '👍']",positive,1
US Airways,"['@usairway', '@americanair', 'strand', 'cold', 'texa', 'get', 'sick', 'overbook', 'flight', 'gave', 'seat', 'away', '#gooutofbusi']",negative,0
US Airways,"['@usairway', 'crazi', 'spoken', 'human', 'yet', 'better', 'way', 'http://t.co/meoalcipdd']",negative,0
Southwest,"['@southwestair', 'gonna', 'cancel', 'flight', 'flight', 'run', 'flight', 'exact', 'time', 'cmon', 'fam']",negative,0
US Airways,"['@usairway', 'tooooo', 'mani', 'cancel', 'flightat', '!', 'chain', 'command', 'hate']",negative,0
Delta,"['@jetblu', 'count', 'flight', '989', 'get', 'dc', '!']",positive,1
Southwest,"['@southwestair', 'flight', '3056', 'hour', 'long', 'one', 'best', 'flight', ""i'v"", 'ever', 'kudo', 'flight', 'crew', 'airlin', 'gener']",positive,1
United,"['@unit', 'dig', 'new', 'mileag', 'earn', 'plan', 'would', 'earn', '1/3', 'mile', 'chang', 'award', 'ticket', 'price']",negative,0
United,"['@unit', 'flight', 'cancel', 'flightl', '4', 'hr', 'airport', 'book', 'new', 'one', '95', 'got', 'two', 'invoic', 'flight', 'approx', '300', 'realli', '!']",negative,0
American,"['@americanair', 'see', 'report', 'team']",negative,0
US Airways,"['@usairway', '@americanair']",negative,0
US Airways,"['@usairway', 'delay', 'flight', 'phil', 'stt', 'look', 'like', ""we'll"", 'miss', 'car', 'ferri', 'john', 'lodg', 'help', 'hous']",negative,0
American,"['@americanair', 'check', 'broken', 'tablet', '!', 'see', 'attach', 'pictur', '#media', '#filmcrew', '#nbc', '#cnn', 'http://t.co/uq2oopjpwg']",negative,0
Delta,"['@jetblu', 'excit', 'hear', 'move', 'toward', 'intern', 'travel', 'long', 'beach', 'airport', '!']",positive,1
US Airways,"['@usairway', 'never', 'fli', '#usairway', 'horribl', 'experi', 'terribl', 'custom', 'servic']",negative,0
US Airways,"['@usairway', '’', 'addit', 'review', 'blog', 'agent', 'pleasant', 'experi', 'less', ':/']",negative,0
American,"['@americanair', 'nice', '2', 'know', 'paid', '4', 'seat', 'sold', 'seat', 'bought', '3rd', 'seat', 'good', 'scam', 'scam']",negative,0
United,"['@unit', 'submit', 'custom', 'care', 'form', 'jan', '7th', 'still', 'respons', 'littl', 'longer', '7', '10', 'busi', 'day']",negative,0
United,"['@unit', 'new', '#flierfriendli', 'garbag', 'cri', 'get', 'attend', 'find', 'place', 'medic', 'suppli', 'limit', 'overhead']",negative,0
Delta,"['@jetblu', 'appreci', 'actual', 'respond', 'travel', 'way', 'much', 'tell', 'coffe', 'basic', 'option']",negative,0
American,"['@americanair', 'joann', 'san', 'diego', 'staff', 'phenomen', '!', 'give', 'girl', 'rais', 'handl', '#flightnightmar', 'better', 'anyon']",positive,1
United,"['@unit', 'ye', '2am', '...', 'back', 'plane', 'delay', 'due', 'baggag', 'load', 'issu', '...', 'http://t.co/nfaqhhr09j']",negative,0
Southwest,"['@southwestair', 'make', 'miracl', '!', 'custom', 'servic', 'depart', 'gave', 'far', 'one', 'friendliest', 'phone', 'call', 'ever', '#wheelsup']",positive,1
Southwest,"['@southwestair', 'keep', 'say', 'mobil', 'board', 'pass', 'unavail', 'despit', 'check', 'everyth']",negative,0
United,"['@unit', 'win', 'top', 'mark', 'custom', 'servic', 'via', 'twitter', 'turn', 'poor', 'experi', 'posit', 'mani', 'thank', 'effort', '!', '👍']",positive,1
Southwest,"['@southwestair', 'thank', 'info', '!', 'good', 'day']",positive,1
American,"['@americanair', ""there'"", 'option', 'even', 'get', 'call', 'back', '!']",negative,0
US Airways,"['@usairway', 'alreadi', 'four', 'time']",negative,0
United,"['@unit', 'best', 'seat', 'pay', 'custom', 'get', 'board', 'first', '#badcustomerservic']",negative,0
Southwest,"['@southwestair', 'real', 'sincer', 'apolog', '!', 'make', 'day', '!', 'glad', 'know', 'fli', 'mail', 'import', 'never', 'fli', 'sw', '!', '#badservic']",negative,0
United,"['@unit', 'thank', 'let', 'down.mi', 'luggag', 'still', 'denver', ""i'm"", 'phl', '#neveragain', '#flyingwithu', '#disappoint', '#lostacustom']",negative,0
US Airways,"['@usairway', '@jack_kairi', '2/2', 'anoth', 'sent', 'wrong', 'line', '...', 'oh', 'kiosk', 'work', '!', '#thank']",negative,0
United,"['@unit', 'sent', 'dm', 'thank', 'incred', 'happi', 'fast', 'respons', 'got', 'via', 'twitter', 'via', 'custom', 'care', 'thank']",positive,1
American,"['@americanair', 'purchas', 'ticket', 'never', 'would', 'buy', 'flight', 'cancel', 'flightl', 'terribl', 'custom', 'servic']",negative,0
United,"['@unit', 'pleas', 'robin', 'ewr', 'premier', 'desk', 'help', 'get', 'earlier', 'flight', 'work', 'huge', 'thank']",positive,1
US Airways,"['@usairway', 'strand', 'philli', '#starv', ""can't"", 'get', 'meal', 'voucher', 'even', 'though', 'plane', 'mechan', 'issu', 'next', 'flight', '10', 'hr']",negative,0
United,"['@unit', 'wow', 'even', 'answer', 'back', '!', 'awesom', '!', '@americanair', '@usairway', ""that'"", 'custom', 'servic', '!', '!', '!', '#usairwaysfail']",positive,1
Southwest,"['@southwestair', 'total', 'win', '!', '!', 'happi', '7th', 'bday', 'intercom', 'chocol', 'flight', 'kiss', 'chanc', 'hand', 'snacks.thank', 'http://t.co/nklozcntto']",positive,1
Delta,"['@jetblu', 'want', 'deal', 'custom', 'servic', 'agent', 'practic', 'knowledge.provid', 'direct', 'contact']",negative,0
United,"['@unit', 'offici', 'favorit', 'airlin', 'creat', 'magic', 'day', '!', '!', '!', '#friendlyski', '#careyon']",positive,1
US Airways,"['@usairway', 'flight', '4454', 'aircraft', 'gate', 'crew', '2', 'hour', 'late', 'flight', 'destin', 'come', '!']",negative,0
American,"['@americanair', 'suffici', 'sorri', 'actual', 'anyth', 'guess', 'system', 'presum', 'beyond', 'reproach', 'reform']",negative,0
US Airways,"['@usairway', 'tri', 'twice', 'today', 'hold', '30', 'min', 'time', 'thing', ""can't"", 'live', 'hold', 'deal', 'w', 'custom', 'serv', 'failur']",negative,0
United,"['@unit', '@reebok', '@rockinwel', 'denver', 'intern', 'airport', 'https://t.co/tkvmhbkec3']",positive,1
US Airways,"['@usairway', 'entir', 'flight', 'crew', 'flight', '738', 'bo', 'phl', 'wonder', 'job', 'make', 'experi', 'total', 'suck', '😊']",positive,1
US Airways,"['@usairway', 'hold', '2.5', 'hour', '!', 'system', 'hung', 'twice', 'hour', 'hold', ':(', 'tri', '2', 'correct', 'onlin', 'flight', 'book', 'problem', 'error', '#unhappi']",negative,0
Southwest,"['@southwestair', 'thank', 'kindli']",positive,1
Delta,"['@jetblu', 'make', 'freak', 'hard', 'say', 'good', 'thing', '#jetbluefail', 'http://t.co/v8sb0rbicx']",negative,0
Delta,"['@jetblu', 'thank', 'line', 'move', 'quick', 'alreadi', 'done']",positive,1
US Airways,"['@usairway', 'strand', '#miami', 'without', 'updat', 'departur', 'board', 'cancel', 'flightl', 'flight', '...']",negative,0
American,"['@americanair', ""i'v"", 'call', '1800', 'morn', 'chang', 'name', 'upcom', 'trip', 'abl', 'get', 'pleas', 'advis', '!']",negative,0
United,"['@unit', 'request', 'onlin', 'refund', 'option', 'deni', 'say', 'ticket', 'use', 'hope', 'understand', 'problem', 'approach']",negative,0
American,"['@americanair', 'everyth', 'sort', 'thank', 'help', 'excit', 'get', 'home', 'tonight', '!']",positive,1
American,"['@americanair', 'exactli', 'ill', 'fli', 'aa', '@dulles_airport', 'dalla', '!', 'airlin', 'trust', '!']",positive,1
United,"['@unit', 'isnt', 'simpl', 'issu', 'gener', 'set', 'check', 'baggag', 'polici', 'logan', 'gener', 'unhelp', 'employe', 'earli']",negative,0
American,"['@americanair', 'close']",negative,0
American,"['@americanair', '2293', 'cancel', 'flightl', 'one']",negative,0
United,"['@unit', 'describ', 'fece', 'sprinkl', 'bathroom', 'inconveni', 'help', 'might', 'find', 'baggag', 'lost', 'return']",negative,0
United,"['@unit', 'understand', 'intent', 'pale', 'comparison', 'day', 'lost', 'wage', 'wife', 'delay']",negative,0
Southwest,"['@southwestair', 'complet', 'displeas', 'servic', 'receiv', 'yesterday', 'fli', 'lga', 'atl']",negative,0
American,"['@americanair', 'cool', 'can', 'respons', 'nah', 'think', ""i'll"", 'keep', 'tweet', 'everyon', 'mention', 'aa', 'twitter', 'could', 'dm', 'though']",negative,0
American,"['@americanair', 'suck', 'worst', 'airlin', 'ever', 'never', 'fli', 'stuck', '13', 'hour', 'one', 'help', '#fuckoff']",negative,0
Southwest,"['@southwestair', 'use', 'guy', 'travel', 'last', 'experi', 'never', 'use', 'southwest', '!', '#worstcustomerservic']",negative,0
United,"['@unit', 'case', 'delay', 'due', 'mechan', 'issu', 'updat', 'departur', 'time', 'cancel', 'flight', 'goddamn', 'flight', 'go', 'delta']",negative,0
Delta,"['@jetblu', 'third', 'jetblu', 'flight', 'less', 'week', 'late', 'flight', 'weather', 'reliabl', 'go', 'downhil']",negative,0
United,"['@unit', ""what'"", 'reduct', 'e', '737-900', '1k', 'longer', 'confirm', 'e', 'forget', 'upgrad', 'want', 'legroom', '#unitedfail']",negative,0
American,"['@americanair', 'tri', 'ring', 'told', 'tri', 'late', 'flightr', ""i'm"", 'suppos', 'leav', 'hour', '...']",negative,0
Southwest,"['@southwestair', 'therefor', 'sinc', ""i'v"", 'receiv', 'recours', 'phone', 'submit', 'email', 'complaint', 'letter', 'via', 'mail', 'follow']",negative,0
United,"['@unit', 'thank', 'gate', 'agent', 'extraordinair', 'seau', 'fong', 'help', 'get', 're-book', 'bois', 'hope', 'home', 'nyc', 'sometim', 'tonight', '!']",positive,1
American,"['@americanair', 'supris', '!', 'new', 'vaniti', 'kit', 'set', 'frequent', 'travel', '😀', 'thank', 'aa', '!', 'http://t.co/fa7nygn1ux']",positive,1
United,"['@unit', 'somehow', 'knew', 'wait', 'airborn', 'respond', '#hack', '#joker', '#neveragain']",negative,0
Southwest,"['@southwestair', 'wife', 'group', 'prev', 'flight', 'got', 'bump', 'reason', 'alon', 'two', 'kid', 'least', 'put', 'group']",negative,0
Southwest,"['@southwestair', 'hate', 'guitar', 'player', 'chgd', 'overs', 'extra', 'bag', 'acoust', 'guitar', 'epic', 'fail']",negative,0
United,"['@unit', 'true', 'gate', 'agent', '100', 'caus', ""we'r"", 'help', 'thank', 'make', 'miss', 'connect', '!', '!', 'http://t.co/xaizw2isml']",negative,0
United,"['@unit', 'good', 'note', '2', 'employe', 'encount', 'newark', 'fabul', 'late', 'flight', 'connect', 'flight', 'got', '!', '!', '!']",positive,1
American,"['@americanair', '@usairway', ""i'v"", 'tri', 'understand', 'let', 'handl', 'situat', 'guess', 'wrong']",negative,0
Delta,"['@jetblu', 'thank', '!', 'call', 'right', '!']",positive,1
Southwest,"['@southwestair', 'flt', 'delay', 'schedul', 'miss', 'connect', 'get', 'help', '8hh4p2']",negative,0
Delta,"['@jetblu', 'report', 'updat', 'info', 'know', 'reach', 'without', 'super', 'long', 'wait', 'hold', 'main', 'number']",negative,0
United,"['@unit', '2', 'day', '1', 'flight', 'cancel', 'flightl', 'anoth', 'delay', '8', 'hour', 'unit', 'gave', '7', 'food', 'voucher', ""that'"", 'much', 'valu', 'time']",negative,0
American,"['@americanair', 'alreadi', 'autom', 'voic', 'told', 'us', 'wait', '2', 'hour', 'yet', 'call', 'back']",negative,0
American,"['@americanair', 'ye', 'say', 'reserv', 'cannot', 'retriev', 'time', 'also', 'never', 'got', 'email', 'aa', 'say', 'flight', 'cancel', 'flightl']",negative,0
United,"['@unit', 'furiou', 'firm', 'disgrac', 'despit', 'effort', 'zero', 'protect', 'daughter', 'alon', 'night', 'unit']",negative,0
United,"['@unit', ""i'm"", 'sure', 'help', 'flight', 'experi', 'terribl', 'plane', 'dirti', 'staff', 'rude', 'start', 'perhap']",negative,0
Southwest,"['@southwestair', 'great', 'job', '!', '!', 'look', 'forward', 'next', 'trip', 'abl', 'use', 'new', 'featur', '!']",positive,1
Southwest,"['@southwestair', 'tri', '5hr', 'contact', 'sw', '!', 'twitter', 'fb', 'phone', 'email', 'w', 'repli', '24hr', 'late', 'flightr', 'u', 'respond', 'could', 'point']",negative,0
US Airways,"['@usairway', ""i'v"", 'hold', 'hour', 'b', 'c', 'cc', 'mile', 'show', 'mediocr', 'combo', 'cc', 'airlin', '#switchingboth']",negative,0
American,"['@americanair', 'flight', '654', 'delay', 'flight', '409', 'sold', 'seat', 'flight', '0671', 'strand', 'phx', 'three', 'hour', 'thank', 'memori', '😡', '😤', '😖', '😲', '😩']",negative,0
Southwest,"['@southwestair', 'excruciatingli', 'slow', 'internet', 'swa', 'flight', 'norm', 'rather', 'except', 'address']",negative,0
Delta,"['@jetblu', 'shocker', 'flight', 'delay', 'hour', 'thank', 'remind', 'switch', 'delta']",negative,0
Delta,"['@jetblu', 'realli', '!', ""that'"", 'good', 'hear', '!', 'thank', 'updat', '@walls29', 'may', 'make', 'busi', 'meet']",positive,1
Southwest,"['@southwestair', 'respond', '@specialolymp', 'athlet', '#notcool', '#southwest']",negative,0
United,"['@unit', 'pleas', 'get', 'economi', 'plu', 'seat', 'aw', 'day', '2', 'cancel', 'flight', 'flight', 'lot', 'plan']",negative,0
American,"['@americanair', '20', 'hs', 'student', 'ithaca', 'ny', 'stuck', 'miami', 'flt', 'xld', 'u', 'rebook', 'get', 'kid', 'home', 'use', 'carrier', 'allianc', '#rulesshouldbend']",negative,0
Southwest,"['@southwestair', 'nashvil', 'drive', '3', 'half', 'hour', 'memphi', 'made', 'plane', 'load', '!']",negative,0
Delta,"['@jetblu', 'amaz', 'thank', '!']",positive,1
United,"['@unit', '2015', 'flight', 'major', 'citi', 'alreadi', 'cancel', 'flightl', '24', 'hour', 'departur', 'due', 'weather', 'backup', 'plane']",negative,0
Southwest,"['@southwestair', 'rebook', 'atlanta', 'drive', '#nashvil', 'pay', 'ridicul', 'price', 'differ', 'bad', 'weather', 'good', 'busi']",negative,0
Virgin America,"['@virginamerica', 'spend', '5', 'hour', 'worri', 'item', 'carryon', 'would', 'broken', 'stolen', 'sinc', 'carri', 'plane', 'lock', 'bag']",negative,0
American,"['@americanair', 'flight', '1389', 'la', 'vega', 'dfw', 'cancel', 'flightl', '!', ""i'v"", 'hold', 'forev', 'still', 'spoken', 'anyon', '!', 'pl', 'help']",negative,0
United,"['@unit', 'funni', 'none', 'ur', 'tweet', 'back', 'help', 'want', 'read', 'ya', ""we'll"", 'chang', 'custom', 'get', 'better', 'servic']",negative,0
American,"['@americanair', ""that'"", '16', 'extra', 'hour', 'travel', 'time', 'miss', 'vacat', 'time', 'guy', 'mess', 'profession', 'life']",negative,0
US Airways,"['@usairway', ""we'v"", 'hold', '7', 'hour', ""wife'"", 'flight', 'cancel', 'flight']",negative,0
US Airways,"['@usairway', 'ask', 'reimburs', 'someth', 'like', 'mile', 'ad', 'account', 'told', 'call', 'custom', 'servic']",negative,0
Delta,"['@jetblu', 'wow', 'keep', 'time', '...']",positive,1
US Airways,"['@usairway', 'still', 'yuma', 'wait', '2702', 'go', 'look', 'like', 'might', 'miss', '2696', 'montereyregionalairport', 'need', 'option', 'pleas']",negative,0
United,"['@unit', 'go', 'bankrupt', 'transfer', 'asset', 'luv', 'would', 'great']",negative,0
United,"['@unit', 'next', 'flight', 'think', ""i'll"", 'spend', 'anymor', 'money', 'guy', 'ever', 'bad']",negative,0
American,"['@americanair', 'thank', '...', 'final', 'got', 'afternoon', ':)']",positive,1
American,"['@americanair', '4hr', 'late', 'flightr', 'get', 'call', 'back', 'immedi', 'disconnect']",negative,0
United,"['@unit', 'thank', 'prompt', 'respons', 'anoth', 'hour', 'enjoy', 'vacat', '!', 'perhap', 'bug', 'app', 'still', 'show', '2:55']",positive,1
Southwest,"['@southwestair', 'attend', 'atl', 'airport', 'awesom', '!', 'help', 'cancel', 'flightlat', 'morn']",positive,1
US Airways,"['@usairway', 'hold', '1hr', '30min', 'will', 'hang', 'long', '@franchise02', '@americanair', 'answer', '7', 'min', 'u', '1', 'yet']",negative,0
United,"['@unit', 'sloppi', 'stuff', 'see', 'anymor', 'unit', 'rais', 'expect', 'team', 'poor']",negative,0
United,"['@unit', 'reserv', 'made', 'last', 'juli', 'want', 'know', 'reseat', 'happen', 'intern', 'itinerari']",negative,0
US Airways,"['@usairway', 'disgust', 'poor', 'custom', 'servic', 'u', 'wrong', 'remov', '65,000', 'mile', 'dividend', 'mile', 'live', 'person']",negative,0
Delta,"['@jetblu', 'tsa-pr', 'work', 'everi', 'airlin', 'pay', 'good', 'money', 'spent', '30', 'min', 'phone', 'fix', 'zero', 'success']",negative,0
US Airways,"['@usairway', 'flight', '1898', 'land', '2', 'hour', 'ago', 'still', 'gotten', 'gate', '..', ""what'"", 'hold', 'uppp', '😭', '😭', '#imtir', '#wannagohom']",negative,0
Southwest,"['@southwestair', 'agent', 'werenot', 'help', 'told', 'would', 'pay', '2chng', 'even', 'though', 'tld', 'go', '2', 'bwi', 'whch', 'part', 'trvl', 'advsri']",negative,0
American,"['@americanair', 'info', 'cancel', 'flightl', 'flight', '1046', 'tomorrow', 'morn', 'dfw', ""can't"", 'get', 'call', 'speak', 'anyon']",negative,0
US Airways,"['@usairway', 'wait', 'hold', 'long', 'wait', 'hold', 'forev', 'never', 'receiv', 'confirm', '1st', 'place', '#help']",negative,0
American,"['@americanair', ""brother'"", 'flight', 'dfw', 'cancel', 'flightl', 'yesterday', 'fli', 'ont', 'dfw', 'today']",negative,0
American,"['@americanair', 'flight', 'cancel', 'flightl', 'websit', 'refer', '1-800', '1-800', 'hang', 'auto-rebook', 'realli', 'horribl', 'compani']",negative,0
United,"['@unit', 'roundtrip', 'london', '@delta', 'think', '!', 'fyi', ""that'"", 'anoth', '1k', 'lost', '#moneynotspentonunit', '#unfriendlyski']",negative,0
United,"['@unit', 'worst', 'fli', 'experi', 'ever', 'tri', 'blame', 'atc', '!', 'watch', 'load', 'bag', '30min', 'board', '45min', 'late', 'flight']",negative,0
